,Date,Country,City,Killed,Injured,Description
23630,7/9/2014,China,Xinjiang,6,1,Six ethnic Han farmers are stabbed to death by Muslim terrorists.
23631,7/9/2014,Pakistan,Khyber Pakhtunkhwa,3,4,Three people lose their lives to suspected Taliban.
23632,7/9/2014,Iraq,Khamissiya,53,0,Fifty-three victims of a mass sectarian execution are found dumped in a Shiite town.
23633,7/9/2014,Iraq,Babil,2,13,Two Jihadi car bombs kill two Iraqis.
23634,7/9/2014,Egypt,al-Arish,1,4,Fundamentalists set off a roadside bomb that leaves one dead.
23635,7/9/2014,Iraq,Mansuriyah,9,38,Nine soldiers are killed in an ambush by Islamic State militants.
23636,7/9/2014,Thailand,Yala,2,0,Two Buddhist nursing students are gunned down at a market by suspected Muslim terrorists.
23637,7/9/2014,Afghanistan,Kandahar,9,9,A woman is among nine killed during a massive Fedayeen suicide assault.
23638,7/9/2014,Syria,Khatab,14,0,Seven women and are among fourteen villagers massacred by Sunni 'rebels'.
23639,7/9/2014,Pakistan,Shakardara,1,0,A member of a peace committee is shot to death by activists fighting for an Islamic state.
23640,7/9/2014,Dagestan,Khasavyurt,1,0,A police officer is gunned down by Islamists.
23641,7/9/2014,Dagestan,Kizilyurt,1,0,Suspected religious extremists tie a man up and stab him to death.
23642,7/10/2014,Afghanistan,Kohsan,6,3,The Taliban murder six employees of a de-mining company.
23643,7/10/2014,Pakistan,Karachi,1,0,A shopkeeper is murdered by Sunnis for being Shia.
23644,7/10/2014,Iraq,Samarrah,4,2,Four Iraqis are taken apart by a Mujahid roadside bomb.
23645,7/10/2014,Thailand,Yala,3,0,Militant Muslims ambush and kill off-duty three police officers.
23646,7/10/2014,Afghanistan,Ghor,7,0,Seven Afghans bleed to death following a Taliban roadside bomb.
23647,7/11/2014,Cameroon,Bonderie,2,1,Two locals are slain by Boko Haram gunmen.
23648,7/11/2014,Kenya,Mombasa,1,0,A financier is killed in a war between rival mosques.
23649,7/11/2014,Israel,Ashdod,0,3,Three people are seriously injured when Hamas sends a rocket into a gas station.
23650,7/11/2014,Iraq,Anbar,11,24,Eleven Iraqis are killed by Islamic State militants.
23651,7/11/2014,Iraq,Shurqat,3,0,Islamic State members murder three civilians and put their bodies on display.
23652,7/11/2014,Pakistan,Abbottabad,2,0,A Shia father and son are shot to death by dedicated Sunnis.
23653,7/11/2014,Iraq,Kirkuk,28,25,"A Shahid suicide car bombing ends the lives of twenty-eight innocents, including women and children."
23654,7/11/2014,Syria,Rahjan,18,0,At least eighteen people are killed during an al-Nusra attack that begins with a suicide bombing.
23655,7/11/2014,Yemen,Hardramawt,1,0,al-Qaeda fundamentalists shoot a man to death in his home for 'practicing black magic'.
23656,7/12/2014,Pakistan,Karachi,1,0,Religion of Peace rivals assassinate a seminary teacher.
23657,7/12/2014,Afghanistan,Pajwai,8,2,Five women are among eight civilians sent to Allah by Taliban bombers.
23658,7/12/2014,Pakistan,Mamond,3,2,Three border guards are gunned down by Sunni extremists.
23659,7/12/2014,Iraq,Zayouna,33,18,"Fundamentalists enter a brothel and massacre over thirty people, including twenty-eight women."
23660,7/12/2014,Afghanistan,Jalalabad,2,4,Two people are taken out by a suspected suicide car bomber.
23661,7/12/2014,Malaysia,Mabul Island,1,1,Abu Sayyaf members kill a guard by firing randomly into a resort.
23662,7/12/2014,Algeria,Sidi Bel Abbes,7,0,Religion of Peace activists blow up seven security personnel on patrol.
23663,7/12/2014,Pakistan,Karachi,1,0,Sectarian Jihadis shoot a man to death at his pump shot.
23664,7/13/2014,Syria,al-Qaim,4,0,Four locals are publicly executed by pro-Sharia militants.
23665,7/13/2014,Libya,Benghzi,26,11,Over two dozen people are killed in an attack claimed by Islamic militia.
23666,7/13/2014,Afghanistan,Herat,11,4,A suicide attack is among several that leave eleven Afghans dead.
23667,7/13/2014,Egypt,al-Arish,8,25,Two children are among eight innocents taken out by an Islamist rocket.
23668,7/13/2014,Iraq,Baghdad,6,7,"Two bombs, one near a crowded market, leave six dead."
23669,7/13/2014,Iraq,Ishaqi,4,0,Four members of a family are disassembled by Mujahid bombers.
23670,7/13/2014,Iraq,Mosul,2,1,IS bombers take out two women.
23671,7/13/2014,Iraq,Mosul,10,0,Ten Shabak religious minorities are reported kidnapped and executed.
23672,7/13/2014,Iraq,Duluiya,12,0,A dozen Iraqis lose their lives to an ISIS assault.
23673,7/13/2014,Thailand,Narathiwat,1,0,A 62-year-old Buddhist woman is picked off by Muslim gunmen.
23674,7/14/2014,Nigeria,Borno,27,0,"Over two dozen Christians are massacred by Islamists, in an attack on three churches."
23675,7/14/2014,Nigeria,Dille,1,4,A pastor is murdered by Boko Haram.  His wife and three young children are kidnapped.
23676,7/14/2014,India,Lalmonirhat,0,4,Jamaat-e-Islami attack a Hindu family in their home.
23677,7/14/2014,Iraq,Muqdadiya,8,0,Eight young men are executed by Islamic State members.
23678,7/14/2014,Iraq,Baghdad,3,8,A Jihad bomb blast near a car dealership ends the lives of three innocents.
23679,7/14/2014,Iraq,Baghdad,4,12,"Sunnis set off a bomb in a Shiite district, killing four."
23680,7/14/2014,Iraq,Baqubah,7,0,"Seven people are kidnapped, tied up and executed by sectarian rivals."
23681,7/14/2014,Libya,Benghazi,1,6,"Islamic militia fire a rocket into an airport, killing a guard."
23682,7/14/2014,Israel,Be'er Sheva,0,3,Two children are among three seriously injured by a Hamas rocket.
23683,7/14/2014,Iraq,Saadiya,12,0,Twelve tribesmen are detained and summarily executed by Islamic State.
23684,7/14/2014,Nigeria,Zamadede,11,0,A mother and her two children are among eleven hacked to death by Fulani terrorists.
23685,7/14/2014,Mali,Moustarat,1,7,A suicide bomber kills a French peacekeeper.
23686,7/15/2014,Nigeria,Sabon Gari,20,0,Boko Haram massacre twenty villagers.
23687,7/15/2014,Pakistan,Mir Ali,5,8,Five local soldiers are cut down by armed religious radicals.
23688,7/15/2014,Iraq,Madain,9,0,Nine people are reported dead following a Mujahideen bomb blast.
23689,7/15/2014,Iraq,Tikrit,12,28,Two suicide car bombers murder a dozen Iraqis.
23690,7/15/2014,Iraq,Sadr City,14,54,Fourteen people are killed when Sunnis bomb a Shiite market.
23691,7/15/2014,Nigeria,Dille,38,20,Pro-caliphate militants slaughter over three dozen residents and burn churches in a raid on a Christian farming village.
23692,7/15/2014,Israel,Erez,1,1,A 37-year-old distributing food dies from a Hamas rocket.
23693,7/15/2014,Afghanistan,Urgun,89,42,A Shahid suicide bomber at a market sends eighty-nine souls to Allah.
23694,7/15/2014,Afghanistan,Kabul,2,5,A Taliban bomb takes out two minivan passengers.
23695,7/15/2014,Nigeria,Huyim,9,0,Nine Christians are slain by Boko Haram.
23696,7/15/2014,Pakistan,Hangu,1,0,A 40-year-old Shia teacher is shot to death by Religion of Peace rivals.
23697,7/16/2014,Iraq,Ramadi,5,10,Five Iraqis lose their lives to a Fedayeen suicide bomber.
23698,7/16/2014,Iraq,Mosul,1,0,A video surfaces of a handcuffed woman strangled to death by an Islamic State member.
23699,7/16/2014,Nigeria,Sabon Gari,7,0,Seven family members are murdered by Boko Haram while trying to bury victims of a previous attack.
23700,7/16/2014,Tunisia,Chaambi,15,23,Ansar al-Sharia militants slaughter fifteen local soldiers as they are sitting down to eat.
23701,7/16/2014,Pakistan,Sharifabad,1,2,A shopkeeper is murdered by Sunnis for being Shia.
23702,7/16/2014,Syria,Damascus,4,20,"Sunnis send mortar rounds into a marketplace, killing four patrons."
23703,7/16/2014,Yemen,Baida,2,1,al-Qaeda militants machine-gun two off-duty cops.
23704,7/17/2014,Iraq,Nineveh,13,0,Thirteen Yazidi religious minorities are kidnapped and executed by Islamic State.
23705,7/17/2014,Syria,Homs,270,0,Islamic State militants attack an oil field and execute nearly three hundred civilians and guards.
23706,7/17/2014,Iraq,Sinjar,10,0,Ten Shabak religious minorities are kidnapped and executed by Islamic State.
23707,7/17/2014,Iraq,Taji,6,18,A half-dozen Iraqis are pulled into pieces by a Shahid suicide bomber along a crowded street.
23708,7/17/2014,Iraq,Baghdad,4,12,An Islamic State suicide bomber takes out four people near a Shia mosque.
23709,7/17/2014,Pakistan,Hangu,6,3,Suspected Sunni terrorists set off a roadside blast that claims the lives of six innocents.
23710,7/17/2014,Thailand,Narathiwat,1,0,A 49-year-old Buddhist is cut down by Muslim gunmen.
23711,7/17/2014,Iraq,Tikrit,3,4,At least three others are killed during a massive Fedayeen suicide assault on an Iraqi camp.
23712,7/17/2014,Pakistan,Ghundi,8,3,Eight security personnel lose their lives to a Taliban attack.
23713,7/17/2014,Iraq,Muqdadiya,10,0,Ten Iraqis are kidnapped and killed by Islamic State.
23714,7/17/2014,Pakistan,Ganj Chowk,1,0,A Shia businessman is murdered by sectarian Jihadis.
23715,7/18/2014,Kenya,Witu,7,5,Seven people on a bus are machine-gunned by al-Shabaab Islamists.
23716,7/18/2014,Pakistan,Peshawar,4,0,Four people are killed when the Taliban open fire on a car.
23717,7/18/2014,Pakistan,Jamrud,8,0,Eight security personnel die when pro-Sharia gunmen open fire on their traffic checkpoint.
23718,7/18/2014,Afghanistan,Laghman,1,14,A civilian is sectionalized by a Taliban bomb blast.
23719,7/18/2014,Pakistan,Peshawar,1,3,Muslim terrorists kill a police officer with a bomb.
23720,7/18/2014,Syria,Tabaqa,1,0,A young woman is stoned to death in the public square for adultery.
23721,7/18/2014,Nigeria,Damboa,21,0,Religion of Peace proponents massacre over twenty villagers with automatic weapons and explosives.
23722,7/18/2014,Iraq,Balad,6,0,A half-dozen Iraqis are picked apart with ISIS mortars.
23723,7/18/2014,Pakistan,Mansehra,2,6,A prayer leader is among two murdered by Religion of Peace rivals.
23724,7/19/2014,Israel,Ein Hashlosha,2,2,Palestinian terrorists tunnel into Israel and shoot two soldiers to death.
23725,7/19/2014,Iraq,Khazimiyah,3,15,Terrorists set off a car bomb near a bus stop that leaves three dead.
23726,7/19/2014,Israel,Dimona,1,3,An Israeli civilian is killed by a Hamas rocket that also severely injures children.
23727,7/19/2014,Nigeria,Saha,6,0,"Six Christians are killed by Muslim radicals, who also burn a church."
23728,7/19/2014,China,Memetjan Jumaq,1,1,Islamic extremists enter a home and stab a woman to death.
23729,7/19/2014,Nigeria,Gwoza,6,0,Radicals tie the hands of six villagers and then slit their throats while shouting praises to Allah.
23730,7/19/2014,Egypt,al-Farafrah,22,4,Twenty-two local soldiers are incinerated by an RPG attack blamed on fundamentalists.
23731,7/19/2014,Iraq,Baghdad,15,42,Three Islamic State car bombs produced fifteen dead Iraqis.
23732,7/19/2014,Nigeria,Damboa,100,0,Boko Haram return to the site of an earlier massacre and machine-gun over one-hundred more villagers before raising their black flag of Islam.
23733,7/19/2014,Syria,Raqqa,1,0,"A second woman is stoned to death by IS, this time after her new husband discovers that she is not a virgin."
23734,7/19/2014,Iraq,Abu Dashir,9,21,Nine people lose their lives to a vicious Shahid suicide bombing in a Shia neighborhood.
23735,7/20/2014,Afghanistan,Peshawar,2,0,Two guards at a market are gunned down point-blank by Taliban.
23736,7/20/2014,Libya,Benghazi,47,120,A week-long assault by Islamic militia on an airport leaves forty-seven dead.
23737,7/20/2014,Pakistan,Hayatabad,2,0,Two security guards at an industrial complex are murdered by Muslim radicals.
23738,7/20/2014,Iraq,Abu Ghraib,5,0,Five Shiites are taken out by a Sunni roadside blast.
23739,7/20/2014,Iraq,Mahmoudiya,11,31,Eleven are killed when Sunnis rain down mortar shells on a Shiite religious procession.
23740,7/20/2014,Libya,Benghazi,1,0,A foreign worker is singled out and beheaded for not being Muslim.
23741,7/20/2014,Iraq,Mosul,1,0,A university professor is murdered by Islamists for speaking out on behalf of abused Christians.
23742,7/21/2014,Iraq,Baqubah,3,4,"Islamic State send mortar shells into a family home, killing three members."
23743,7/21/2014,Afghanistan,Lashkar Gah,2,9,A Shahid suicide bomber takes out two locals.
23744,7/21/2014,Libya,Benghazi,16,81,Sixteen people are killed during an attack by Ansar al-Sharia.
23745,7/22/2014,Iraq,Baqubah,1,0,An imam is quickly executed after denouncing the caliphate.
23746,7/22/2014,Afghanistan,Kabul,4,11,A Taliban suicide bomber murders four people outside an airport.
23747,7/22/2014,Philippines,North Cotabato,1,0,One other person is killed when Bangsamoro Islamic gunmen attack a convoy.
23748,7/22/2014,Iraq,Baghdad,33,50,"A Holy Warrior detonates a suicide shrapnel bomb at a packed entrance to a Shiite neighborhood, taking the lives of three dozen innocents."
23749,7/22/2014,Iraq,Kirkuk,6,0,ISIL kidnap and murder six taxi drivers.
23750,7/22/2014,Libya,Benghazi,5,4,A twin suicide bombing leaves five others dead.
23751,7/22/2014,Iraq,Nahrawan,5,13,Sunni bombers take down five patrons at a Shiite market.
23752,7/22/2014,Iraq,Diyala,5,0,Five civilians are captured and publicly executed by the Islamic State.
23753,7/23/2014,Pakistan,Badaber,1,2,"Tehreek-e-Taliban members attack the home of a judge, killing a guard."
23754,7/23/2014,Iraq,Samarra,8,0,Eight Iraqi soldiers are kidnapped and executed by Islamic radicals.
23755,7/23/2014,Iraq,Jalawla,6,0,Islamic State gunmen execute six people for being related to a policeman.
23756,7/23/2014,Somalia,Mogadishu,1,0,Fundamentalists gun down a female singer turned lawmaker.
23757,7/23/2014,Nigeria,Kawo,50,37,"At least fifty people at a market are incinerated by a suicide bus bombing, including woman and children."
23758,7/23/2014,Nigeria,Kaduna,35,14,Three dozen people bleed to death following a suicide bomb attack on a rival cleric and his followers.
23759,7/23/2014,Pakistan,Karachi,1,2,"Gunmen attack a vehicle carrying a Shia family, killing the mother."
23760,7/23/2014,Pakistan,Karachi,1,0,A 60-year-old Shiite man is gunned down by Sunnis while buying fruit.
23761,7/23/2014,Iraq,Sharqat,1,0,A female politician is murdered by IS fundamentalists.
23762,7/23/2014,Israel,Eshkol,1,0,A civilian is killed by a Hamas mortar round.
23763,7/24/2014,Cameroon,Bargaram,1,0,A pastor's body is found after he is abducted by Boko Haram.
23764,7/24/2014,Iraq,Baghdad,21,33,"A double car-bombing rips through a commercial district, snuffing out the lives of over twenty innocents."
23765,7/24/2014,Nigeria,Kano,1,8,Boko Haram is suspected of a bombing that leaves one dead in a bus park.
23766,7/24/2014,Afghanistan,Herat,2,0,Two female aid workers for a Christian charity are shot to death by Muslim radicals.
23767,7/24/2014,Afghanistan,Nangarhar,2,1,A Shahid suicide bomber takes the lives of two local cops.
23768,7/24/2014,Iraq,Taji,61,19,A massive suicide attack on a convoy transporting prisoners leaves sixty dead.
23769,7/24/2014,Yemen,Lahj,1,0,al-Qaeda gunmen pick off a man outside his home.
23770,7/24/2014,Syria,Raqqa,19,0,Nineteen people are reported dead following a double suicide attack.
23771,7/24/2014,Nigeria,Garubulu,15,0,Islamists enter a village and calmly machine-gun fifteen residents.
23772,7/24/2014,Afghanistan,Takhar,6,26,A Fedayeen suicide bomber on a motorcycle slaughters six people at a packed market.
23773,7/25/2014,Cameroon,Bargaram,4,0,Four Cameroon soldiers are killed during a cross-border raid by Boko Haram.
23774,7/25/2014,Pakistan,Dera Ismail Khan,2,0,Religious radicals kill two meat shop employees with a bomb.
23775,7/25/2014,Iraq,Tikrit,18,0,Eighteen suspected victims of the Islamic State are found bound and executed.
23776,7/25/2014,Iraq,Kirkuk,4,15,Four Shiites are liquidated by a targeted bomb attack.
23777,7/25/2014,Afghanistan,Ghor,15,0,"Three women and a child are among fifteen Shiites singled out and pulled off a bus by dedicated Sunnis, who bound their hands and then execute them."
23778,7/25/2014,Egypt,Sheikh Zuwaid,2,0,Two army officers are shot to death by suspected Ansar Bayt al-Maqdis.
23779,7/25/2014,Yemen,Baida,5,2,"al-Qaeda members fire heavy machine-guns into a police checkpoint, exterminating five officers."
23780,7/25/2014,Syria,Raqqa,50,0,"At least fifty Syrian soldiers are captured and beheaded by Islamic State militants, who then post the heads on a long row of fence posts."
23781,7/25/2014,India,Sopore,1,0,A local cop is gunned down by Lashkar-e-Toiba militants.
23782,7/26/2014,Pakistan,Zubaida,1,1,A teenage girl is murdered by her conservative brother on suspicion that she is having sex.
23783,7/26/2014,Afghanistan,Marjah,4,4,Four civilians are disassembled by a Taliban bomb.
23784,7/26/2014,Egypt,Rafah,4,5,Four children are wiped out by a rocket fired by Islamic militia.
23785,7/26/2014,Tunisia,Kef,2,6,Armed fundamentalists ambush and kill two local soldiers.
23786,7/26/2014,Iraq,Taji,6,0,"Six security personnel are captured, handcuffed and shot in the head by Sunni extremists."
23787,7/26/2014,Syria,Azaz,4,4,"Islamists set off a bomb in a vegetable market, killing children and the elderly."
23788,7/26/2014,Pakistan,Karachi,5,0,Five Shiites are shot to death by Sunni radicals in three separate attacks.
23789,7/26/2014,India,Sopore,1,4,One person dies when a Muslim extremist tosses a grenade into the street.
23790,7/26/2014,India,Saharanpur,2,19,Two Sikhs are murdered in a violent Muslim attack.
23791,7/26/2014,Thailand,Betong,2,52,Muslim terrorists set off a car bomb in front of a hotel that claims the lives of two young people.
23792,7/26/2014,Libya,Benghazi,34,87,Three dozen people soldiers are killed during a sustained assault by Ansar al-Sharia.
23793,7/26/2014,Libya,Tripoli,23,0,A rocket fired by suspected Islamic militia hits a house and kills twenty-three laborers.
23794,7/26/2014,Pakistan,Gulshan-e-Iqbal,1,3,A prayer leader is murdered outside his mosque by Religion of Peace rivals.
23795,7/26/2014,Nigeria,Hawul,2,0,Two Christians are beheaded by Boko Haram.
23796,7/27/2014,Nigeria,Kano,0,5,A female suicide bomber detonates along a city street.
23797,7/27/2014,Cameroon,Kolofata,18,22,Boko Haram kill eighteen civilians.
23798,7/27/2014,Pakistan,Karachi,2,1,A 6-year-old girl is among the casualties of an Islamist shooting attack.
23799,7/27/2014,Nigeria,Shafa,2,0,Two men are shot to death by Boko Haram.
23800,7/27/2014,Nigeria,Hong,30,0,Thirty villagers are slaughtered randomly by Boko Haram gunmen.
23801,7/27/2014,Nigeria,Kano,5,8,"Muslim extremists throw a bomb into a Catholic church, killing five worshippers."
23802,7/27/2014,Israel,Border,1,0,A soldier is killed by a Hamas rocket fired into Israel.
23803,7/27/2014,Yemen,Abyan,2,11,Two others are killed by suicide bombers.
23804,7/27/2014,Afghanistan,Spinboldak,2,0,A child is among two people taken out by Shahid suicide bombers at their home.
23805,7/27/2014,Iraq,Taji,6,0,An entire Shiite family of six is found beheaded in their home by Religion of Peace rivals.
23806,7/27/2014,Thailand,Pattani,1,7,A young girl is reduced to pulp by an Muslim 'insurgent' bomb.
23807,7/27/2014,Pakistan,Jamrud,1,0,Members of a religious group behead a former member.
23808,7/27/2014,Pakistan,Mirokas,1,0,Militants fighting for Sharia kill a bus driver with a roadside bomb.
23809,7/27/2014,Iraq,Jurf al-Sakhar,3,4,Islamic State terrorists attack a police station and kill three officers.
23810,7/27/2014,Iraq,Tuz Khurmato,2,4,Two women are pulled into pieces by a Jihad car bomb at an outdoor market.
23811,7/28/2014,Nigeria,Garkida,40,0,Forty civilians are reported killed during a Boko Haram attack.
23812,7/28/2014,Philippines,Talipao,23,11,Women and six children are among twenty-three machine-gunned point-blank by Abu Sayyaf.
23813,7/28/2014,Nigeria,Kano,0,6,A Fedayeen suicide bomber blows herself up at a shopping mall.
23814,7/28/2014,Nigeria,Kano,3,8,A female suicide bomber detonates at a gas station killing three other women lining up to buy kerosene.
23815,7/28/2014,Pakistan,Gujranwala,4,8,Two young girls are among four members of an Ahmadi religious minority family burned alive after an angry mob sets fire to their home over alleged 'blasphemy'.
23816,7/28/2014,Thailand,Narathiwat,1,0,A villager on foot loses his life to suspected Muslim gunmen.
23817,7/28/2014,Nigeria,Katarko,8,12,Pro-Sharia militants throw explosives into homes and shoot those trying to flee.
23818,7/28/2014,Egypt,Sheikh Zuwaid,1,10,A 9-year-old girl dies from shrapnel produced by an Islamist rocket.
23819,7/28/2014,Pakistan,Jamrud,1,0,A local soldier is kidnapped and beheaded by religious radicals.
23820,7/28/2014,Iraq,Baghdad,6,21,Mujahideen bombs claim the lives of six Iraqis.
23821,7/28/2014,Iraq,Baghdad,14,0,The bodies of fourteen male victims of sectarian killings are found bound and tortured.
23822,7/28/2014,Israel,Nahal Oz,5,0,Hamas terrorists tunnel into Israel and murder five soldiers.
23823,7/28/2014,Iraq,Baghdad,3,0,Three women are handcuffed and shot in the head by Mujahideen.
23824,7/28/2014,Israel,Eshkol,4,9,Four civilians die from a Hamas rocket.
23825,7/28/2014,Pal. Auth.,Gaza,10,46,Nine children are among ten killed when a Hamas rocket falls short.
23826,7/28/2014,Pal. Auth.,Shejaiya,20,0,Twenty Palestinian protesters are executed by Hamas for protesting Hamas.
23827,7/28/2014,China,Xinjiang,37,13,Thirty-seven (mostly ethnic Han) civilians are slaughtered by an Islamic mob armed with axes and knives.
23828,7/29/2014,Pakistan,Charsadda,2,1,Fundamentalists are suspected of shooting two off-duty policemen to death.
23829,7/29/2014,Libya,Benghazi,3,0,Three civilians are killed when an Islamic militia rocket hits their house.
23830,7/29/2014,Libya,Benghazi,30,81,Thirty people are killed when Islamist fighters overrun a military base.
23831,7/29/2014,Bangladesh,Sylhet,1,100,One person is beaten to death during a riot sparked by a non-fasting person attending Eid prayers.
23832,7/29/2014,Pakistan,Lower Dir,6,0,A half-dozen people inside are killed when Taliban militants assault a house.
23833,7/29/2014,Syria,Raqqa,35,0,ISIS posts thirty-five more heads in the town square.
23834,7/29/2014,Iraq,Tikrit,200,0,The Islamic State releases a video showing the mass execution of hundreds of Shiite men and boys.
23835,7/29/2014,Afghanistan,Kandahar,2,1,Two people are assassinated by a suicide bomber who hid the explosives in his turban.
23836,7/29/2014,Nigeria,Anguwar Bolawa,2,0,A second suicide bombing at a Shiite mosque leaves two dead.
23837,7/29/2014,Nigeria,Dogo Tebo,11,37,A suicide bomber sends eleven worshippers at a rival mosque straight to Allah.
23838,7/30/2014,Somalia,Hosingow,1,0,A mother of two is shot to death for refusing to wear the hijab.
23839,7/30/2014,Nigeria,Kano,6,6,"A female suicide bomber detonates at a university, killing student volunteers."
23840,7/30/2014,Iraq,Anbar,6,6,A brutal Mujahid car bomb claims the lives of six people.
23841,7/30/2014,Iraq,Sadr City,16,28,"Sunnis detonate a car bomb amid restaurants and shops populated by Shia, laying out at least sixteen."
23842,7/30/2014,Iraq,Baqubah,15,0,Fifteen Sunni civilians are captured and executed by Shia militia.
23843,7/30/2014,Pakistan,Quetta,2,0,Two Hazara Shias are gunned down in a targeted sectarian attack.
23844,7/30/2014,China,Kashgar,1,0,A pro-government imam is stabbed to death outside his mosque by religious radicals.
23845,7/31/2014,Pakistan,Umerkot,2,0,Two Hindu brothers are shot to death during a targeted robbery.
23846,7/31/2014,Thailand,Pattani,1,0,A 44-year-old man is hit six times in the chest by Muslim gunmen.
23847,7/31/2014,Iraq,Sadr City,3,13,"Terrorists bomb a gas station in a Shia area, killing three people in line."
23848,7/31/2014,Iraq,Kirkuk,1,0,A woman is put to death for criticizing the Islamic State.
23849,7/31/2014,Iraq,Haditha,6,18,Six local security personnel are ambushed and killed by Islamic State militants.
23850,7/31/2014,Iraq,Tikrit,17,0,Islamic State members execute seventeen civilians.
23851,8/1/2014,Afghanistan,Nuristan,3,0,A woman and her 3-year-old child are shot to death by Taliban fundamentalists.
23852,8/1/2014,Iraq,Jurf al-Sakhr,17,3,A brutal Islamic State attack on a small town leaves seventeen defenders dead.
23853,8/1/2014,Iraq,Sadr City,9,21,A Sunni car bomb along a busy street in a Shiite district claims the lives of nine innocents.
23854,8/1/2014,Iraq,Mosul,14,0,Fourteen others are killed when Islamic State militants attack a dam.
23855,8/1/2014,Syria,Qalamoun,7,0,al-Nusra Islamists kill seven people.
23856,8/1/2014,Somalia,Mogadishu,1,0,A politician is shot to death outside a mosque 'on the orders of Allah'
23857,8/1/2014,Iraq,Baghdad,5,16,Three sectarian bomb attacks on a Shiite mosque kills five people.
23858,8/1/2014,Pal. Auth.,Rafah,3,0,A suicide attack during a ceasefire leaves three IDF dead.
23859,8/2/2014,Bangladesh,Rangpur,1,0,A religious minority is beaten to death by a Muslim gang.
23860,8/2/2014,Libya,Tripoli,22,72,Another twenty-two people are killed when Islamist militias lay siege to an airport.
23861,8/2/2014,Pakistan,Hangu,1,1,One rider is killed when suspected Taliban open fire on a bus.
23862,8/2/2014,Iraq,Kirkuk,1,0,Activists behead a citizen who refuses to swear allegiance to the Islamic State.
23863,8/2/2014,Iraq,Balad,5,16,A Sunni suicide bomber reduces five Shiites to pulp.
23864,8/2/2014,Iraq,Jurf al-Sakhr,23,0,Twenty-three people are reported dead following shelling by Islamic State militants.
23865,8/2/2014,Yemen,Shabwa,4,2,"al-Qaeda gunmen open fire point-blank on a group of policemen, killing four."
23866,8/2/2014,Pakistan,Ashraf,2,0,A young couple is murdered by her conservative family for marrying without permission.
23867,8/2/2014,Iraq,Mosul,1,0,A man is beheaded for refusing to swear allegiance to the caliphate.
23868,8/3/2014,Iraq,Tal Azir,7,0,Seven Yazidi minorities are executed in cold blood by the Islamic State.
23869,8/3/2014,Iraq,Sinjar,88,0,Eighty-eight members of the Yazidi religious minority are rounded up and 'cleansed' by Islamic State members.
23870,8/3/2014,Iraq,Diyala,1,1,Islamic State militants kill a man and abduct his 11-year-old daughter.
23871,8/3/2014,Somalia,Mogadishu,3,7,Three elderly female street cleaners are disassembled by an Islamist bomb.
23872,8/3/2014,Lebanon,Arsal,3,0,At least three civilians are killed during an attack by al-Nusra.
23873,8/3/2014,Syria,Damascus,12,23,A young girl is among a dozen killed when Islamic Union members send mortars into a residential neighborhood.
23874,8/3/2014,Pakistan,Karachi,1,1,Sunni Tehreek members shoot a rival to death.
23875,8/3/2014,Egypt,Sheikh Zuweid,1,4,A 6-year-old boy bleeds to death after being hit with a rocket fired by religious hardliners.
23876,8/3/2014,Nigeria,Kaduna,1,17,"Muslims fire into a Catholic church, killing a guard and injuring several worshippers."
23877,8/3/2014,Tunisia,Sbitla,1,1,"Fundamentalists try to storm a military base, killing a defender."
23878,8/4/2014,Syria,Mzeiraa,7,4,Two children are among a family of seven religious minorities butchered in their home by Islamic State members.
23879,8/4/2014,Pakistan,Dera Ismail Khan,3,2,Three Sufis are killed in a targeted bombing.
23880,8/4/2014,Iraq,Telkef,1,6,A Christian is killed by an Islamic State firing.
23881,8/4/2014,Pakistan,Karachi,1,0,The 65-year-old principal of a Christian school is gunned down in a targeted attack.
23882,8/4/2014,Iraq,Jalawla,3,6,"A suicide bomber detonates inside a coffee shop, liquidating three patrons."
23883,8/4/2014,Israel,Jerusalem,1,6,An Arab rams a bus and mows over a rabbi with a tractor.
23884,8/4/2014,Yemen,Hadramout,6,0,A half-dozen local soldiers are murdered by al-Qaeda.
23885,8/4/2014,Somalia,Bosaso,5,0,An al-Shabaab suicide bomber takes out four Somalis.
23886,8/4/2014,Pakistan,Quetta,2,0,Two young people are shot to death for having unmarried sex.
23887,8/4/2014,Iraq,Deir al-Zor,15,120,"The Islamic State sends rockets into three non-compliant villages, killing fifteen civilians."
23888,8/4/2014,Lebanon,Arsal,2,3,"Islamists fire on a peace delegation, killing two guards."
23889,8/4/2014,Thailand,Yala,2,0,Muslim bombers kill two off-duty cops.
23890,8/4/2014,Chad,Dubuwa,6,0,"Boko Haram chasing fleeing villagers into Chad, where they cut down six."
23891,8/5/2014,Pal. Auth.,Shejaiya,10,0,Ten more Palestinians are reported dead following an Hamas crackdown.
23892,8/5/2014,Iraq,Sinjar,40,0,Forty Yazidi children are reported dead as a direct consequence of an Islamic State assault on their town.
23893,8/5/2014,Egypt,Matrouh,5,0,"Muslim radicals shoot five policemen sitting in a car, then set fire to it."
23894,8/5/2014,Syria,Damascus,16,79,Two children are among sixteen civilians killed when an Islamist brigade sends shells into their neighborhood.
23895,8/5/2014,Dagestan,Shamil,1,0,Islamic extremists are suspected of shooting a police officer to death.
23896,8/5/2014,Sudan,Port Sudan,2,0,Two men are flogged to death by a Sharia court for consuming alcohol.
